iteam_id,name,title,short_title,manual_product_name,review,no_review,unit_cost,price,discount,offer_date
191474775,WD_BLACK SN850X NVMe M.2 2280 2TB,Western Digital BLACK SN850X NVMe M.2 2280 2TB PCI-Express 4.0 x4 Internal Solid State Drive (SSD) WDS200T2XHE,WD_BLACK SN850X NVMe WDS200T2XHE,Western Digital BLACK SN850X NVMe M.2 2280 2TB,5,180,389.99,249.99,140,
195708879,CORSAIR RMx Series (2021) RM850x 850 W Full Modular 80 PLUS GOLD Certified,CORSAIR RMx Series (2021) RM850x CP-9020200-NA 850 W Power Supply,CORSAIR RMx Series (2021) RM850x CP-9020200-NA 850 W ATX12V / EPS12V Power Supply,CORSAIR RMx Series (2021) RM850x 850 W Full Modular 80 PLUS GOLD Certified,5,397,184.99,167.98,25,
191474775,WD_BLACK SN850X NVMe M.2 2280 1TB,WD_BLACK SN850X NVMe M.2 2280 1TB PCI-Express 4.0 x4 Internal Solid State Drive (SSD) WDS100T2X0E,WD_BLACK SN850X NVMe WDS100T2X0E,Western Digital BLACK SN850X NVMe M.2 2280 1TB,5,180,209.99,139.99,70,
170971581,Lenovo New QT81 TWS Wireless Earphones HIFI Stereo Bluetooth Headphones Digital Display Touch Control Sports Earbuds Headset With 1200mAh Charging Case Mobile Power (Black),Lenovo New QT81 TWS Wireless Earphones HIFI Stereo Bluetooth Headphones Digital Display Touch Control Sports Earbuds Headset With 1200mAh Charging Case Mobile Power (Black),Lenovo New QT81 TWS Wireless Earphones HIFI Stereo Bluetooth Headphones Digital Display Touch Control Sports Earbuds Headset With 1200mAh Charging Case Mobile Power (Black),,0,0,26.99,26.99,0,
191474775,WD_BLACK SN850X NVMe M.2 2280 2TB,Western Digital BLACK SN850X NVMe M.2 2280 2TB PCI-Express 4.0 x4 Internal Solid State Drive (SSD) WDS200T2X0E,WD_BLACK SN850X NVMe WDS200T2X0E,Western Digital BLACK SN850X NVMe M.2 2280 2TB,5,180,359.99,219.99,140,
177187599,Western Digital BLACK SN770 NVMe M.2 2280 1TB,"Western Digital WD_BLACK SN770 M.2 2280 1TB PCIe Gen4 16GT/s, up to 4 Lanes Internal Solid State Drive (SSD) WDS100T3X0E",Western Digital BLACK SN770 NVMe WDS100T3X0E,Western Digital BLACK SN770 NVMe M.2 2280 1TB,5,119,159.99,86.98,75,
190726019,Gaming Laptop,"GIGABYTE AERO 16 XE5 - 16"" 4K/UHD+ AMOLED - Intel Core i7-12700H - NVIDIA GeForce RTX 3070 Ti Laptop GPU 8GB - 16GB DDR5 RAM - 1TB SSD - Win11 Home - Creator & Gaming Laptop (AERO 16 XE5-73US934HH)","GIGABYTE AERO 16 XE5-73US934HH 16.0"" Gaming Laptop",Gaming Laptop,4,77,3099.99,1949.99,1150,
181186939,Gaming Laptop,"MSI Katana GF76 11UD-602CA Gaming Laptop Intel Core i7-11800H 2.30 GHz 17.3"" Windows 11 Home 64-bit","MSI GF Series Katana GF76 11UD-602CA 17.3"" Gaming Laptop",Gaming Laptop,5,4,1699.99,1109.98,600,
173862714,SAMSUNG 980 PRO M.2 2280 2TB,"SAMSUNG 980 PRO M.2 2280 2TB PCIe Gen 4.0 x4, NVMe 1.3c Samsung V-NAND Internal Solid State Drive (SSD) MZ-V8P2T0B/AM",SAMSUNG 980 PRO MZ-V8P2T0B/AM,SAMSUNG 980 PRO M.2 2280 2TB,5,1447,329.99,219.99,110,
178405982,Non-contact Thermometer Forehead Infrared Electronic Thermometer Mini Household Handheld Electronic Thermometer for Adults and Kids (White),Non-contact Thermometer Forehead Infrared Electronic Thermometer Mini Household Handheld Electronic Thermometer for Adults and Kids (White),Non-contact Thermometer Forehead Infrared Electronic Thermometer Mini Household Handheld Electronic Thermometer for Adults and Kids (White),,5,6,15.99,15.99,0,
136664195,"SAMSUNG 870 EVO Series 2.5"" 1TB","SAMSUNG 870 EVO Series 2.5"" 1TB SATA III V-NAND Internal Solid State Drive (SSD) MZ-77E1T0B/AM",SAMSUNG 870 EVO Series MZ-77E1T0B/AM,"SAMSUNG 870 EVO Series 2.5"" 1TB",5,983,144.99,99.99,45,
113349901,"ASUS ROG STRIX B550-A GAMING AM4 
",ASUS ROG STRIX B550-A GAMING AM4 ATX AMD Motherboard,ASUS STRIX B550-A GAMING ATX AMD Motherboard,"ASUS ROG STRIX B550-A GAMING AM4 
",4,222,219.99,209.98,20,
14648443,Arctic Cooling Inc. ACTCP00002B MX-4 4g Thermal Compound For All Coolers,Arctic Cooling Inc. ACTCP00002B MX-4 4g Thermal Compound For All Coolers,Arctic Cooling Inc. ACTCP00002B MX-4 4g Thermal Compound For All Coolers,CPU Thermal Paste / Grease,5,955,19.99,19.99,0,Sale Ends in 19 Hours
163890935,KingSpec M2 SSD NVMe 128GB M.2 2280 PCIe Gen 3.0X4 SSD Internal Solid State Drive Computer Disk Data Storage NAND Flash Hard Drives PC Desktop Laptop Ultrabook,KingSpec M2 SSD NVMe 128GB M.2 2280 PCIe Gen 3.0X4 SSD Internal Solid State Drive Computer Disk Data Storage NAND Flash Hard Drives PC Desktop Laptop Ultrabook,KingSpec M2 SSD NVMe 128GB M.2 2280 PCIe Gen 3.0X4 SSD Internal Solid State Drive Computer Disk Data Storage NAND Flash Hard Drives PC Desktop Laptop Ultrabook,,4,3,30.99,24.99,6,
138826693,SAMSUNG 980 M.2 2280 1TB,"SAMSUNG 980 M.2 2280 1TB PCI-Express 3.0 x4, NVMe 1.4 V-NAND MLC Internal Solid State Drive (SSD) MZ-V8V1T0B/AM",SAMSUNG 980 MZ-V8V1T0B/AM,SAMSUNG 980 M.2 2280 1TB,5,699,149.99,99.99,50,
193537867,"MSI - 17.3"" 144 Hz - Intel Core i7 11th Gen 11800H (2.4-4.6 GHz) - NVIDIA GeForce RTX 3050 Laptop GPU - 16 GB DDR4 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (Katana GF76 11UC-681CA)","MSI - 17.3"" 144 Hz - Intel Core i7 11th Gen 11800H (2.4-4.6 GHz) - NVIDIA GeForce RTX 3050 Laptop GPU - 16 GB DDR4 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (Katana GF76 11UC-681CA)","MSI - 17.3"" 144 Hz - Intel Core i7 11th Gen 11800H (2.4-4.6 GHz) - NVIDIA GeForce RTX 3050 Laptop GPU - 16 GB DDR4 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (Katana GF76 11UC-681CA)",Gaming Laptops,5,2,1799,1099,700,
193922078,Gaming Laptop,"Aorus AORUS 17 YE5-74US544SH Gaming Laptop Intel Core i7-12700H 2.30 GHz 17.3"" Windows 11 Home","Aorus AORUS 17 YE5-74US544SH 17.3"" Gaming Laptop",Gaming Laptop,5,4,3399.99,2799.99,600,
189511299,SAMSUNG 970 EVO PLUS M.2 2280 500GB,"SAMSUNG 970 EVO PLUS M.2 2280 500GB PCIe Gen 3.0 x4, NVMe 1.3 V-NAND 3-bit MLC Internal Solid State Drive (SSD) MZ-V7S500B/AM",SAMSUNG 970 EVO PLUS MZ-V7S500B/AM,SAMSUNG 970 EVO PLUS M.2 2280 500GB,5,2091,109.99,69.99,40,
192299876,"MSI MAG B550 TOMAHAWK AM4 
",MSI MAG B550 TOMAHAWK AM4 ATX AMD Motherboard,MSI MAG B550 TOMAHAWK ATX AMD Motherboard,"MSI MAG B550 TOMAHAWK AM4 
",4,426,239.99,227.98,20,
170236889,TROPRO PCIe WiFi 6 Card Bluetooth 5.1 AX 3000 Mbps AX200 Dual Band 5.GHz/2.4GHz PCI-E Wireless WiFi Network Adapter Card for Desktop Windows 10 64-bit,TROPRO PCIe WiFi 6 Card Bluetooth 5.1 AX 3000 Mbps AX200 Dual Band 5.GHz/2.4GHz PCI-E Wireless WiFi Network Adapter Card for Desktop Windows 10 64-bit,TROPRO PCIe WiFi 6 Card Bluetooth 5.1 AX 3000 Mbps AX200 Dual Band 5.GHz/2.4GHz PCI-E Wireless WiFi Network Adapter Card for Desktop Windows 10 64-bit,,0,0,59.99,54.99,5,
196166240,Network Storage,Synology 2 bay NAS DiskStation DS220+ (Diskless),Synology DS220+ Network Storage,Network Storage,5,308,449.99,429.99,20,Sale Ends in 19 Hours
141897545,ASUS Dual Radeon RX 6700 XT 12GB,"ASUS DUAL Radeon RX 6700 XT Standard Edition 12GB GDDR6 Gaming Graphics Card (AMD RDNA 2, PCIe 4.0, 12GB GDDR6 Memory, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 0dB Technology)",ASUS DUAL-RX6700XT-12G Dual Radeon RX 6700 XT Video Card,ASUS Dual Radeon RX 6700 XT 12GB,5,28,529.99,499.99,30,
138363455,MSI Ventus GeForce RTX 3060 12GB,MSI Ventus GeForce RTX 3060 Video Card RTX 3060 Ventus 2X 12G OC,MSI RTX 3060 Ventus 2X 12G OC Ventus GeForce RTX 3060 Video Card,MSI Ventus GeForce RTX 3060 12GB,5,290,519.99,499.99,20,
170982110,Lenovo X5 True Bone Conduction Earphone IPX8 Waterproof Wireless Bluetooth Headphone for Sports Running Swimming 8GB Storage Neck Sport Silicone Headset with Mic,Lenovo X5 True Bone Conduction Earphone IPX8 Waterproof Wireless Bluetooth Headphone for Sports Running Swimming 8GB Storage Neck Sport Silicone Headset with Mic,Lenovo X5 True Bone Conduction Earphone IPX8 Waterproof Wireless Bluetooth Headphone for Sports Running Swimming 8GB Storage Neck Sport Silicone Headset with Mic,,0,0,69.99,69.99,0,
193066390,"GIGABYTE Z790 UD AC LGA 1700 Intel Z790 ATX Motherboard with DDR5, Triple M.2, PCIe 5.0, USB 3.2 Gen2X2 Type-C, Intel Wi-Fi, 2.5GbE LAN, PCIe EZ-Latch, Multi-Key","GIGABYTE Z790 UD AC LGA 1700 Intel Z790 ATX Motherboard with DDR5, Triple M.2, PCIe 5.0, USB 3.2 Gen2X2 Type-C, Intel Wi-Fi, 2.5GbE LAN, PCIe EZ-Latch, Multi-Key","GIGABYTE Z790 UD AC LGA 1700 Intel Z790 ATX Motherboard with DDR5, Triple M.2, PCIe 5.0, USB 3.2 Gen2X2 Type-C, Intel Wi-Fi, 2.5GbE LAN, PCIe EZ-Latch, Multi-Key",GIGABYTE Z790 UD AC LGA 1700,4,30,274.99,262.98,20,
196166240,Network Storage,Synology DS1522+ Network Storage,Synology DS1522+ Network Storage,Network Storage,5,308,1299.99,999.99,300,
193088275,Fractal Design Torrent ATX Mid Tower Black,Fractal Design Torrent Black E-ATX Tempered Glass Window High-Airflow Mid Tower Computer Case,Fractal Design Torrent FD-C-TOR1A-01 Computer Case,Fractal Design Torrent ATX Mid Tower Black,5,263,279.99,259.98,40,
193066392,MSI PRO Z790-P WIFI LGA 1700,MSI PRO Z790-P WIFI LGA 1700 Intel Z790 SATA 6Gb/s DDR5 ATX Motherboard,MSI PRO Z790-P WIFI LGA 1700 Intel Z790 SATA 6Gb/s DDR5 ATX Motherboard,MSI PRO Z790-P WIFI LGA 1700,4,32,349.99,317.98,40,
185086072,Gaming Laptop,"GIGABYTE AERO 5 XE4 - 15.6"" 4K/UHD Samsung AMOLED - Intel Core i7-12700H - NVIDIA GeForce RTX 3070 Ti Laptop GPU - 16GB DDR4 - 1TB SSD - Win11 Home - Creator & Gaming Laptop (AERO 5 XE4-73US614SH)","GIGABYTE AERO 5 XE4-73US614SH 15.6"" 4K / UHD Gaming Laptop",Gaming Laptop,4,42,2899.99,1999.99,900,
196112883,Lian Li UNI Fan SL120 6 Pack Black-with Controller and Extension (ARGB 120mm LED PWM Daisy-Chain) UF-SL120-6B PC Cooling Computer ARGB Case Fans Heatsink Cooler,Lian Li UNI Fan SL120 6 Pack Black-with Controller and Extension (ARGB 120mm LED PWM Daisy-Chain) UF-SL120-6B PC Cooling Computer ARGB Case Fans Heatsink Cooler,Lian Li UNI Fan SL120 6 Pack Black-with Controller and Extension (ARGB 120mm LED PWM Daisy-Chain) UF-SL120-6B PC Cooling Computer ARGB Case Fans Heatsink Cooler,,0,0,269.99,264.99,5,
182782062,Gaming Laptop,"MSI GF63 11UD-282CA Thin Gaming Laptop Intel Core i7-11800H 2.30 GHz 15.6"" Windows 11 Home 64-bit","MSI GF Series GF63 11UD-282CA Thin 15.6"" Gaming Laptop",Gaming Laptop,5,5,1549,1099,450,
98924269,AZZA 650W / ATX 80 PLUS / Bronze certified / Non-Modular Power Supply,AZZA 650W / ATX 80 PLUS / Bronze certified / Non-Modular Power Supply,AZZA 650W / ATX 80 PLUS / Bronze certified / Non-Modular Power Supply,Power Supply,4,52,89.99,52.98,45,Sale Ends in 19 Hours
189284651,Gaming Laptop,"MSI GF63 Thin 11UC-692 Gaming Laptop Intel Core i5-11400H 2.70 GHz 15.6"" Windows 11 Home 64-bit","MSI GF Series GF63 Thin 11SC-692 15.6"" Gaming Laptop",Gaming Laptop,4,1,1249,899,350,
177505037,Lenovo XT95 Pro BT 5.1 Wireless Earphone Low Latency Bluetooth Headphones with Mic Sports Waterproof Earbuds HIFI Music Headset Luminous Charging Case (Black),Lenovo XT95 Pro BT 5.1 Wireless Earphone Low Latency Bluetooth Headphones with Mic Sports Waterproof Earbuds HIFI Music Headset Luminous Charging Case (Black),Lenovo XT95 Pro BT 5.1 Wireless Earphone Low Latency Bluetooth Headphones with Mic Sports Waterproof Earbuds HIFI Music Headset Luminous Charging Case (Black),,3,2,25.99,25.99,0,
193188322,AMD Ryzen 9 7950X 16-Core 4.5 GHz,AMD Ryzen 9 7950X - 16-Core 4.5 GHz - Socket AM5 - 170W Desktop Processor (100-100000514WOF),AMD Ryzen 9 7950X Desktop Processor,AMD Ryzen 9 7950X 16-Core 4.5 GHz,5,280,1049.99,764.98,290,
3674931,"Seagate BarraCuda ST2000DM008 2TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5"" Hard Drive Bare Drive","Seagate BarraCuda ST2000DM008 2TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5"" Hard Drive Bare Drive","Seagate BarraCuda ST2000DM008 2TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5"" Hard Drive Bare Drive","Seagate BarraCuda 2TB 7200 RPM 3.5""",4,3339,79.99,69.99,10,
186372544,Gaming Laptop,"MSI Pulse GL66 12UEK-003CA Gaming Laptop Intel Core i7-12700H 2.30 GHz 15.6"" Windows 11 Home 64-bit","MSI GL Series Pulse GL66 12UEK-003CA 15.6"" Gaming Laptop",Gaming Laptop,0,0,1899,1449,450,
191551916,"ASUS ROG STRIX Z690-F GAMING WIFI LGA 1700

* Designed with dual mounting holes compatible with both Intel LGA1700 and LGA1200 cooling brackets.","ASUS ROG Strix Z690-F Gaming WiFi 6E LGA 1700(Intel® 12th&13th Gen) ATX gaming motherboard(PCIe 5.0, DDR5,16+1 power stages,2.5 Gb LAN,Bluetooth v5.2,Thunderbolt 4)","ASUS ROG Strix Z690-F Gaming WiFi 6E LGA 1700(Intel® 12th&13th Gen) ATX gaming motherboard(PCIe 5.0, DDR5,16+1 power stages,2.5 Gb LAN,Bluetooth v5.2,Thunderbolt 4)","ASUS ROG STRIX Z690-F GAMING WIFI LGA 1700

* Designed with dual mounting holes compatible with both Intel LGA1700 and LGA1200 cooling brackets.",4,38,479.99,389.99,90,
191551916,"ASUS PRIME Z690-A LGA 1700

* Designed with dual mounting holes compatible with both Intel LGA1700 and LGA1200 cooling brackets.","ASUS Prime Z690-A LGA 1700(Intel®12th&13th) ATX motherboard (16+1 DrMOS,PCIe 5.0,DDR5,4x M.2, Intel® 2.5 Gb LAN,USB 3.2 Gen 2 front panel Type-C,Thunderbolt™ 4,Aura Sync RGB lighting)","ASUS Prime Z690-A LGA 1700(Intel®12th&13th) ATX motherboard (16+1 DrMOS,PCIe 5.0,DDR5,4x M.2, Intel® 2.5 Gb LAN,USB 3.2 Gen 2 front panel Type-C,Thunderbolt™ 4,Aura Sync RGB lighting)","ASUS PRIME Z690-A LGA 1700

* Designed with dual mounting holes compatible with both Intel LGA1700 and LGA1200 cooling brackets.",4,46,329.99,287.98,50,
177742017,8th Gen Intel Mini PC Computer Core i7 8850H 6 Core 12 Threads 64GB DDR4 2*LAN 2*M.2 SSD UHD Graphics 630 Mini DP WiFi 16GB Ram 512GB SSD,8th Gen Intel Mini PC Computer Core i7 8850H 6 Core 12 Threads 64GB DDR4 2*LAN 2*M.2 SSD UHD Graphics 630 Mini DP WiFi 16GB Ram 512GB SSD,8th Gen Intel Mini PC Computer Core i7 8850H 6 Core 12 Threads 64GB DDR4 2*LAN 2*M.2 SSD UHD Graphics 630 Mini DP WiFi 16GB Ram 512GB SSD,,4,3,666.8,666.8,0,
6422951,"Wavlink USB-C Docking Station USB C laptop Dock with Aluminum Laptop Stand, 2 HDMI, PD3.0 (Max 85W) SD/TF Gigabit Ethernet 2 USB 3.0 Ports, Adjustable Ergonomic Computer Riser For MacBook & Windows","Wavlink USB-C Docking Station USB C laptop Dock with Aluminum Laptop Stand, 2 HDMI, PD3.0 (Max 85W) SD/TF Gigabit Ethernet 2 USB 3.0 Ports, Adjustable Ergonomic Computer Riser For MacBook & Windows","Wavlink USB-C Docking Station USB C laptop Dock with Aluminum Laptop Stand, 2 HDMI, PD3.0 (Max 85W) SD/TF Gigabit Ethernet 2 USB 3.0 Ports, Adjustable Ergonomic Computer Riser For MacBook & Windows",,5,148,99.99,95.99,4,
1632399,ORICO Aluminum 2.5 Inch to 3.5 Inch Bay Drive Converter Kit for Hard Drive/SSD Bracket Converter Adapter 3.5 to 1x2.5 - Black (AC325-1S-V1),ORICO Aluminum 2.5 Inch to 3.5 Inch Bay Drive Converter Kit for Hard Drive/SSD Bracket Converter Adapter 3.5 to 1x2.5 - Black (AC325-1S-V1),ORICO Aluminum 2.5 Inch to 3.5 Inch Bay Drive Converter Kit for Hard Drive/SSD Bracket Converter Adapter 3.5 to 1x2.5 - Black (AC325-1S-V1),,4,70,13.99,10.66,13,
182408343,Microsoft Windows 11 Home (USB),Microsoft Windows 11 Home (USB),Microsoft Windows 11 Home (USB),Microsoft Windows 11 Home USB,5,100,189.99,177.99,12,
196023695,"Compressed Air Duster - 3 Gear Speed 51000 RPM 6000mAh Electric Air Duster, Replaces Compressed Air Cans.Cordless air Blower Rechargeable for Cleaning Camera Computer, Household and Pet Hair","Compressed Air Duster - 3 Gear Speed 51000 RPM 6000mAh Electric Air Duster, Replaces Compressed Air Cans.Cordless air Blower Rechargeable for Cleaning Camera Computer, Household and Pet Hair","Compressed Air Duster - 3 Gear Speed 51000 RPM 6000mAh Electric Air Duster, Replaces Compressed Air Cans.Cordless air Blower Rechargeable for Cleaning Camera Computer, Household and Pet Hair",,0,0,59.99,59.99,0,Sale Ends in 19 Hours
193066398,"ASRock Z790 STEEL LEGEND WIFI Intel LGA1700 ATX Mainboard , 4 slots DDR5, PCIE 5.0 x16,  5 Hyper M.2 slots,  2.5Gb Lan,WI-FI 6E,  7.1 Nahimic Audio , Front USB3.2 Gen2X2 Type_C ,  16+1+1 Power Phase.","ASRock Z790 STEEL LEGEND WIFI Intel LGA1700 ATX Mainboard , 4 slots DDR5, PCIE 5.0 x16,  5 Hyper M.2 slots,  2.5Gb Lan,WI-FI 6E,  7.1 Nahimic Audio , Front USB3.2 Gen2X2 Type_C ,  16+1+1 Power Phase.","ASRock Z790 STEEL LEGEND WIFI Intel LGA1700 ATX Mainboard , 4 slots DDR5, PCIE 5.0 x16,  5 Hyper M.2 slots,  2.5Gb Lan,WI-FI 6E,  7.1 Nahimic Audio , Front USB3.2 Gen2X2 Type_C ,  16+1+1 Power Phase.",ASRock Z790 STEEL LEGEND WIFI LGA 1700,4,11,449.99,357.98,100,
173893499,Western Digital Blue SN570 NVMe M.2 2280 1TB,"Western Digital WD Blue SN570 NVMe M.2 2280 1TB PCI-Express 3.0 x4, NVMe v1.4 TLC Internal Solid State Drive (SSD) WDS100T3B0C",Western Digital Blue SN570 NVMe WDS100T3B0C,Western Digital Blue SN570 NVMe M.2 2280 1TB,5,148,129.99,82.98,55,
190727586,CORSAIR Vengeance 32GB (2 x 16GB) DDR5 5600 (PC5 44800),CORSAIR Vengeance 32GB (2 x 16GB) 288-Pin PC RAM DDR5 5600 (PC5 44800) Desktop Memory Model CMK32GX5M2B5600C36,CORSAIR Vengeance Model CMK32GX5M2B5600C36,CORSAIR Vengeance 32GB (2 x 16GB) DDR5 5600 (PC5 44800),5,196,204.99,169.98,40,
6164599,G.SKILL Ripjaws V Series 64GB (2 x 32GB) DDR4 3600 (PC4 28800),G.SKILL Ripjaws V Series 64GB (2 x 32GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-64GVK,G.SKILL Ripjaws V Series Model F4-3600C18D-64GVK,G.SKILL Ripjaws V Series 64GB (2 x 32GB) DDR4 3600 (PC4 28800),5,7002,229.99,199.99,30,
177431926,Server Case,"Rosewill RSV-R4100U 4U Server Chassis Rackmount Case | 7 3.5"" Bays, 2 5.25"" Devices| ATX, CEB Compatible | 1 120mm Fan, 2 80mm Fans | USB 3.0, USB 2.0 | Front Panel Lock and Key | Silver/Black",Rosewill RSV-R4100U Black,Server Case,4,453,214.99,204.98,30,
0,GAMEMAX ATX Full Tower Black,GAMEMAX Abyss TR Black Full Tower Gaming Computer Case w/ 1 x 120mm ARGB LED Fan x Rear (Pre-Installed),GAMEMAX Abyss TR Full Tower Gaming Computer Case w/ 1 x 120mm ARGB LED Fan x Rear (Pre-Installed),GAMEMAX ATX Full Tower Black,4,3,149.99,159.98,10,
184906452,Huion Kamvs Pro 24(4K) UHD  Graphics Drawing Tablet Monitor with Full-Laminated Screen Anti-Glare Glass 140% sRGB and Battery-Free Stylus PW517 with KD100 Wireless Express Key,Huion Kamvs Pro 24(4K) UHD  Graphics Drawing Tablet Monitor with Full-Laminated Screen Anti-Glare Glass 140% sRGB and Battery-Free Stylus PW517 with KD100 Wireless Express Key,Huion Kamvs Pro 24(4K) UHD  Graphics Drawing Tablet Monitor with Full-Laminated Screen Anti-Glare Glass 140% sRGB and Battery-Free Stylus PW517 with KD100 Wireless Express Key,,0,0,1209,1209,0,
140460398,"Lenovo Tab M10 HD, 10.1"""" IPS Touch  400 nits, 4GB, 64GB, Android 10","Lenovo Tab M10 HD, 10.1"""" IPS Touch  400 nits, 4GB, 64GB, Android 10","Lenovo Tab M10 HD, 10.1"""" IPS Touch  400 nits, 4GB, 64GB, Android 10",,5,2,169.99,138.7,31.29,
191770790,Desktop Hard Drive,"Seagate Expansion 8TB External Hard Drive HDD - USB 3.0, with Rescue Data Recovery Services (STKP8000400)",Seagate Expansion STKP8000400,Desktop Hard Drive,5,111,299.99,184.99,115,
173862714,SAMSUNG 980 PRO M.2 2280 1TB,SAMSUNG 980 PRO Heatsink M.2 2280 1TB PCI-Express 4.0 x4 V6(12xL) V-NAND 3bit MLC Internal Solid State Drive (SSD) MZ-V8P1T0CW. A Perfect Fits for PS5/PC,SAMSUNG 980 PRO MZ-V8P1T0CW,SAMSUNG 980 PRO M.2 2280 1TB,5,1447,209.99,159.99,50,
191860524,"Lenovo ThinkPad P16 Intel Laptop, 16.0"" IPS Touch  60Hz  LED Backlight, vPro®, NVIDIA RTX A1000 Laptop GPU 4GB GDDR6, 16GB, 512GB, Win 11 Pro","Lenovo ThinkPad P16 Intel Laptop, 16.0"" IPS Touch  60Hz  LED Backlight, vPro®, NVIDIA RTX A1000 Laptop GPU 4GB GDDR6, 16GB, 512GB, Win 11 Pro","Lenovo ThinkPad P16 Intel Laptop, 16.0"" IPS Touch  60Hz  LED Backlight, vPro®, NVIDIA RTX A1000 Laptop GPU 4GB GDDR6, 16GB, 512GB, Win 11 Pro",,0,0,1849,1849,0,
195678084,Yeston Radeon RX 7900 XT 20GD6 GDDR6 320bit 5nm video cards Desktop computer PC Video Graphics Cards support PCI-Express 4.0 3*DP+1*HDMI-compatible RGB light effect Fragrant graphics card,Yeston Radeon RX 7900 XT 20GD6 GDDR6 320bit 5nm video cards Desktop computer PC Video Graphics Cards support PCI-Express 4.0 3*DP+1*HDMI-compatible RGB light effect Fragrant graphics card,Yeston Radeon RX 7900 XT 20GD6 GDDR6 320bit 5nm video cards Desktop computer PC Video Graphics Cards support PCI-Express 4.0 3*DP+1*HDMI-compatible RGB light effect Fragrant graphics card,,0,0,1529,1529,0,
2160228,"Wavlink USB C Triple Display 4K 12 in 1 MST USB C Docking Station, Type C Systems (DP & HDMI &VGA, USB 3.0&2.0 Ports, SD TF Card Reader, Gigabit Ethernet, Audio For for MacBook Pro & Windows","Wavlink USB C Triple Display 4K 12 in 1 MST USB C Docking Station, Type C Systems (DP & HDMI &VGA, USB 3.0&2.0 Ports, SD TF Card Reader, Gigabit Ethernet, Audio For for MacBook Pro & Windows","Wavlink USB C Triple Display 4K 12 in 1 MST USB C Docking Station, Type C Systems (DP & HDMI &VGA, USB 3.0&2.0 Ports, SD TF Card Reader, Gigabit Ethernet, Audio For for MacBook Pro & Windows",,4,88,75.99,69.99,6,
196111355,Gaming Mouse,Razer DeathAdder Elite - Multi-Color Ergonomic Gaming Mouse - RZ01-02010100-R3U1,RAZER DeathAdder Elite RZ01-02010100-R3U1 Black,Gaming Mouse,4,676,69.99,69.99,0,Sale Ends in 19 Hours
192468059,Flash Memory with Adapter,"SanDisk 512GB Extreme microSDXC UHS-I/U3 A2 Micro SD Card with Adapter, Speed Up to 190MB/s (SDSQXAV-512G-GN6MA)",SanDisk Extreme Model SDSQXAV-512G-GN6MA,Flash Memory with Adapter,5,5,66.6,70.59,0,
192643314,"Ear Wax Removal, Ear Wax Removal Tool, 1080P HD Wireless & Waterproof Ear Wax Remover Endoscope Otoscope with 6 LED Lights, Ear Wax Removal Kit for Kids, Adults & Pets","Ear Wax Removal, Ear Wax Removal Tool, 1080P HD Wireless & Waterproof Ear Wax Remover Endoscope Otoscope with 6 LED Lights, Ear Wax Removal Kit for Kids, Adults & Pets","Ear Wax Removal, Ear Wax Removal Tool, 1080P HD Wireless & Waterproof Ear Wax Remover Endoscope Otoscope with 6 LED Lights, Ear Wax Removal Kit for Kids, Adults & Pets",,5,1,34.99,34.99,0,
7461436,"CORN SATA Cable III 10 Pack 6Gbps Straight HDD SDD Data Cable with Locking Latch 16 Inch(40cm) for SATA HDD, SSD, CD Driver, CD Writer","CORN SATA Cable III 10 Pack 6Gbps Straight HDD SDD Data Cable with Locking Latch 16 Inch(40cm) for SATA HDD, SSD, CD Driver, CD Writer","CORN SATA Cable III 10 Pack 6Gbps Straight HDD SDD Data Cable with Locking Latch 16 Inch(40cm) for SATA HDD, SSD, CD Driver, CD Writer",,5,7,29.72,27.99,1.73,Sale Ends in 19 Hours
111080150,"USB WiFi Adapter 1300Mbps, USB 3.0 Wireless Network Adapter, 802.11ac WiFi Dongle with Dual Band 2.4GHz 5.8GHz, 5dBi Antenna, Supports Windows 10 8 7 Vista XP, Mac10.6-10.13, Linux","USB WiFi Adapter 1300Mbps, USB 3.0 Wireless Network Adapter, 802.11ac WiFi Dongle with Dual Band 2.4GHz 5.8GHz, 5dBi Antenna, Supports Windows 10 8 7 Vista XP, Mac10.6-10.13, Linux","USB WiFi Adapter 1300Mbps, USB 3.0 Wireless Network Adapter, 802.11ac WiFi Dongle with Dual Band 2.4GHz 5.8GHz, 5dBi Antenna, Supports Windows 10 8 7 Vista XP, Mac10.6-10.13, Linux",,4,63,34.99,34.99,0,
